fixed_percentile,mean_delta_best_minus_fixed_f1,median_delta_best_minus_fixed_f1,max_delta_best_minus_fixed_f1
90,0.0005112399674546729,0.00021709429027683982,0.004761325577561426
95,0.0002705391423546333,2.3585841749493904e-05,0.0024630878662384725
