cell_budget,weighting,mean_relative_regret,ci95_low,ci95_high,n_pairs
100,confound_weighted_target,0.07553788728861797,0.010711259317418039,0.1731730803133998,6
100,unweighted,0.07675110297985037,0.022040208488458668,0.15189639655434387,6
30,confound_weighted_target,0.4160429337127468,0.273187547389521,0.5384894413573064,6
30,unweighted,0.3793123583907483,0.22137155452833412,0.5208788333788335,6
